mode,distance_km,passengers,occupancy,traffic_index,temperature_c,rain_index,weekend,co2e_kg
Car,2.703,1,1.0,0.252,28.91,0.353,0,0.56106
Bus,8.181,1,20.02,0.423,34.8,0.214,1,0.69516
Metro,8.473,1,121.5,0.957,18.85,0.655,0,0.34101
Car,17.199,5,5.0,0.167,18.4,0.382,1,0.70258
Walking,14.242,1,116.76,0.543,25.7,0.508,0,0.0
Bicycle,6.024,1,132.59,0.097,21.83,0.49,1,0.0
Metro,11.234,1,112.29,0.496,19.78,0.072,0,0.47882
Walking,19.401,1,109.32,0.04,21.72,0.244,1,0.0
Motorcycle,18.123,1,113.74,0.067,16.54,0.626,0,1.95106
Walking,7.438,1,130.05,0.805,38.97,0.294,0,0.0078
Bicycle,9.765,1,120.21,0.903,16.97,0.864,0,0.00317
Metro,6.471,1,117.31,0.284,12.88,0.384,1,0.25787
Metro,3.193,1,116.71,0.064,11.35,0.81,0,0.1244
Walking,14.826,1,134.75,0.526,24.8,0.67,0,0.0
Motorcycle,5.843,1,109.39,0.903,30.26,0.74,0,0.78254
Bus,7.483,1,18.48,0.608,26.84,0.451,0,0.76444
Bicycle,8.474,1,114.77,0.181,15.88,0.477,0,0.0041
Bicycle,18.844,1,128.18,0.546,37.17,0.323,0,0.0
Motorcycle,6.644,1,114.58,0.176,30.21,0.807,1,0.76127
Motorcycle,4.843,1,113.01,0.425,34.7,0.555,0,0.56098
Walking,28.722,1,125.86,0.867,26.86,0.03,1,0.0
Car,9.698,2,2.0,0.957,32.17,0.248,0,1.08718
Car,21.374,1,1.0,0.731,19.41,0.765,0,4.96796
Metro,6.13,1,110.4,0.024,34.46,0.456,0,0.26051
Metro,4.309,1,120.49,0.127,37.84,0.876,1,0.18548
Car,1.09,3,3.0,0.016,29.79,0.775,1,0.07779
Bicycle,16.425,1,133.82,0.482,27.1,0.315,0,0.00129
Metro,15.664,1,124.69,0.244,25.93,0.018,0,0.63206
Motorcycle,20.673,1,119.72,0.164,13.64,0.118,0,2.24577
Walking,50.378,1,138.31,0.241,38.47,0.923,0,0.00733
Motorcycle,5.745,1,133.38,0.082,27.92,0.6,0,0.61007
Motorcycle,8.325,1,120.06,0.473,25.19,0.788,0,1.03184
Metro,10.524,1,111.54,0.516,15.63,0.565,0,0.45351
Car,6.872,4,4.0,0.622,24.8,0.433,0,0.38982
Metro,4.613,1,118.46,0.554,13.38,0.674,0,0.18457
Bicycle,2.397,1,130.1,0.371,20.96,0.439,0,0.0
Car,6.994,5,5.0,0.445,27.16,0.552,0,0.29397
Walking,8.113,1,124.65,0.191,38.28,0.353,0,0.0
Bus,13.632,1,20.09,0.169,18.64,0.008,0,1.13424
Metro,0.5,1,126.4,0.928,10.76,0.707,0,0.0207
Metro,3.074,1,123.98,0.704,23.6,0.18,1,0.12665
Motorcycle,2.412,1,107.19,0.053,21.12,0.112,0,0.24438
Car,26.766,5,5.0,0.094,11.94,0.017,0,1.0872
Bicycle,11.631,1,121.26,0.645,21.39,0.619,1,0.0
Bicycle,24.768,1,126.16,0.348,26.9,0.617,1,0.0
Bus,5.413,1,30.36,0.364,28.48,0.431,1,0.30252
Motorcycle,1.795,1,116.15,0.76,11.06,0.834,1,0.20582
Bus,8.802,1,20.53,0.723,39.76,0.321,1,0.8233
Motorcycle,3.067,1,103.2,0.066,36.23,0.052,1,0.3198
Car,19.642,2,2.0,0.288,20.54,0.745,1,2.01633
Car,5.891,4,4.0,0.695,33.71,0.299,0,0.34391
Bicycle,16.121,1,116.24,0.594,35.83,0.657,0,0.00118
Metro,9.305,1,113.48,0.409,32.65,0.172,1,0.42673
Motorcycle,3.453,1,123.6,0.612,27.34,0.914,1,0.41016
Walking,6.532,1,124.64,0.992,27.88,0.36,1,0.00265
Car,36.344,4,4.0,0.505,31.37,0.984,0,2.04208
Bicycle,31.488,1,120.53,0.986,29.77,0.047,0,0.00359
Motorcycle,6.948,1,118.1,0.169,35.14,0.916,1,0.77664
Walking,23.843,1,117.82,0.515,17.23,0.348,0,0.0
Bus,5.397,1,5.67,0.692,23.87,0.107,0,1.73299
Metro,10.527,1,136.79,0.936,10.74,0.189,0,0.36607
Bicycle,12.304,1,110.79,0.943,22.78,0.581,1,0.00019
Bus,13.102,1,17.47,0.164,27.46,0.741,1,1.2913
Motorcycle,13.135,1,120.79,0.088,28.16,0.468,0,1.49854
Walking,15.73,1,122.05,0.746,27.93,0.452,1,0.0
Car,10.252,5,5.0,0.925,11.71,0.432,1,0.46881
Bus,8.177,1,8.57,0.154,29.24,0.801,0,1.63871
Walking,2.394,1,110.81,0.45,31.95,0.117,0,0.00466
Car,12.255,5,5.0,0.643,29.08,0.246,1,0.53095
Walking,14.096,1,119.01,0.605,25.09,0.758,1,0.00585
Bus,26.402,1,14.47,0.091,15.02,0.15,0,2.99558
Bicycle,9.557,1,121.35,0.252,33.45,0.852,0,0.01756
Bus,3.748,1,26.87,0.838,31.47,0.409,1,0.26361
Metro,10.359,1,130.55,0.832,12.48,0.527,0,0.39264
Motorcycle,12.915,1,126.35,0.923,11.37,0.92,1,1.66633
Bicycle,12.198,1,115.18,0.016,25.07,0.503,1,0.01158
Bicycle,12.582,1,116.04,0.506,13.01,0.799,0,0.00474
Bus,6.949,1,20.76,0.721,28.5,0.963,1,0.63282
Car,11.013,4,4.0,0.093,10.62,0.722,1,0.57335
Bus,4.609,1,7.61,0.566,17.89,0.834,0,1.10975
Walking,4.559,1,132.11,0.829,29.06,0.499,1,0.0
Metro,2.758,1,111.47,0.773,12.31,0.858,1,0.10703
Car,29.584,4,4.0,0.481,12.37,0.967,0,1.61127
Walking,16.261,1,102.04,0.014,24.07,0.338,1,0.0
Bus,10.518,1,16.51,0.502,38.19,0.296,1,1.12742
Motorcycle,16.33,1,124.11,0.379,21.95,0.743,1,2.00419
Motorcycle,6.057,1,123.18,0.143,17.72,0.142,0,0.59958
Walking,16.693,1,115.92,0.266,25.2,0.234,0,0.00238
Bus,15.163,1,12.0,0.74,26.4,0.345,0,2.42421
Walking,8.475,1,134.07,0.47,36.36,0.303,1,0.0
Motorcycle,10.997,1,128.42,0.3,19.75,0.601,1,1.19338
Bicycle,9.566,1,122.71,0.676,31.55,0.83,0,0.00386
Motorcycle,6.838,1,132.4,0.253,12.27,0.443,0,0.77522
Metro,12.283,1,127.05,0.485,12.32,0.975,0,0.45642
Walking,9.476,1,119.65,0.249,21.11,0.273,0,0.0
Bus,11.912,1,23.97,0.35,31.83,0.356,0,0.90364
Bicycle,7.766,1,127.34,0.864,10.85,0.971,0,0.0
Walking,19.388,1,125.79,0.775,37.13,0.5,1,0.0
Motorcycle,21.489,1,117.13,0.11,30.75,0.265,0,2.31476
Walking,10.414,1,125.35,0.905,38.1,0.484,0,0.00285
Bus,12.711,1,15.95,0.838,11.46,0.546,1,1.56398
Walking,4.647,1,120.41,0.226,34.07,0.627,1,0.00421
Bicycle,6.741,1,123.5,0.487,38.76,0.649,1,0.0099
Metro,2.884,1,119.94,0.546,39.0,0.193,1,0.1156
Bus,7.683,1,36.3,0.387,31.82,0.914,0,0.39144
Metro,9.383,1,121.9,0.394,32.74,0.6,1,0.40183
Motorcycle,15.318,1,127.29,0.684,18.52,0.882,1,1.8505
Car,10.913,2,2.0,0.023,18.06,0.337,0,1.15393
Motorcycle,9.498,1,126.68,0.876,11.62,0.434,1,1.24162
Motorcycle,11.294,1,120.21,0.901,31.19,0.293,0,1.34492
Car,12.022,1,1.0,0.384,22.01,0.915,0,2.55612
Bus,3.723,1,24.74,0.784,27.17,0.21,0,0.28104
Motorcycle,2.389,1,115.79,0.685,37.1,0.907,1,0.29625
Walking,2.396,1,111.7,0.936,18.56,0.154,0,0.0
Car,6.359,1,1.0,0.839,27.64,0.289,0,1.42001
Bicycle,11.819,1,121.64,0.89,32.72,0.344,0,0.0
Motorcycle,4.475,1,117.22,0.781,33.28,0.709,0,0.57339
Bus,21.643,1,21.93,0.123,24.19,0.254,0,1.57084
Bicycle,18.916,1,113.28,0.252,18.37,0.197,0,0.0
Metro,13.369,1,124.58,0.751,21.56,0.517,0,0.52215
Motorcycle,8.606,1,125.79,0.155,17.47,0.564,0,0.94748
Motorcycle,3.229,1,118.45,0.424,23.5,0.965,1,0.39512
Bus,20.214,1,17.56,0.603,34.24,0.084,1,2.07383
Metro,29.126,1,112.02,0.375,35.63,0.931,1,1.20996
Metro,5.678,1,125.98,0.902,37.86,0.442,0,0.22929
Bus,35.67,1,20.6,0.28,27.49,0.712,0,3.13784
Car,44.594,1,1.0,0.042,33.76,0.426,1,9.05932
Metro,1.045,1,121.8,0.119,27.36,0.976,0,0.02898
Motorcycle,48.057,1,113.02,0.111,10.68,0.283,0,4.78601
Bicycle,7.737,1,111.97,0.312,29.78,0.756,0,0.00211
Car,3.797,5,5.0,0.093,23.37,0.177,1,0.14822
Car,2.097,5,5.0,0.505,20.13,0.929,0,0.08225
Bus,2.216,1,21.54,0.019,34.49,0.892,1,0.16779
Metro,20.417,1,118.94,0.863,32.92,0.015,0,0.85154
Bicycle,15.224,1,128.94,0.655,39.73,0.177,0,0.0
Bicycle,17.314,1,126.49,0.02,20.81,0.44,0,0.01216
Bus,28.328,1,32.29,0.52,23.25,0.131,0,1.57377
Walking,6.385,1,116.04,0.404,28.45,0.223,1,0.0
Walking,3.044,1,119.72,0.68,12.98,0.428,0,0.0
Motorcycle,16.976,1,124.21,0.441,15.22,0.945,1,2.07839
Motorcycle,11.541,1,127.34,0.817,21.35,0.459,1,1.42482
Bicycle,2.71,1,117.04,0.503,39.35,0.108,1,9e-05
Walking,18.235,1,119.33,0.11,11.57,0.465,0,0.0
Car,19.438,4,4.0,0.295,37.73,0.055,1,1.0091
Bus,19.556,1,26.87,0.53,30.56,0.268,1,1.35064
Motorcycle,7.768,1,110.95,0.747,19.44,0.741,1,0.94055
Metro,8.135,1,100.27,0.984,19.31,0.474,1,0.39887
Bicycle,5.766,1,121.95,0.492,10.53,0.645,1,0.0
Car,33.324,5,5.0,0.06,19.83,0.651,0,1.40843
Walking,8.229,1,115.0,0.79,21.29,0.858,1,0.02444
Car,9.25,2,2.0,0.198,24.78,0.604,0,0.94872
Car,3.363,5,5.0,0.85,37.43,0.245,0,0.16163
Walking,17.654,1,122.96,0.692,30.99,0.721,0,0.00257
Bicycle,16.315,1,121.93,0.814,35.06,0.091,1,0.01275
Bus,10.173,1,25.46,0.81,36.06,0.106,1,0.79152
Walking,3.267,1,124.52,0.728,31.16,0.941,0,0.02312
Walking,4.98,1,125.63,0.53,24.37,0.807,1,0.00939
Walking,7.312,1,124.95,0.501,30.88,0.625,0,0.00803
Metro,7.014,1,123.3,0.382,23.5,0.427,0,0.275
Bicycle,4.441,1,114.86,0.065,38.49,0.379,1,0.0
Walking,9.414,1,124.96,0.206,26.85,0.536,1,0.0
Walking,2.228,1,126.18,0.363,28.34,0.776,0,0.03226
Bicycle,12.28,1,129.17,0.631,10.17,0.496,0,0.0
Walking,14.865,1,112.31,0.075,35.09,0.308,0,0.00357
Motorcycle,9.596,1,127.66,0.796,36.18,0.257,0,1.1388
Walking,1.978,1,120.34,0.672,10.22,0.612,0,0.01536
Walking,6.121,1,108.94,0.617,14.37,0.625,1,0.0142
Motorcycle,11.688,1,119.61,0.776,11.93,0.269,1,1.4718
Bus,2.003,1,13.98,0.968,13.47,0.006,0,0.27817
Metro,7.392,1,120.08,0.337,30.68,0.592,0,0.31792
Motorcycle,9.768,1,116.6,0.677,11.35,0.971,0,1.19583
Metro,20.785,1,115.65,0.107,33.44,0.947,1,0.84464
Bus,18.567,1,22.1,0.901,36.38,0.003,0,1.62701
Walking,5.072,1,122.95,0.345,30.38,0.332,0,0.0
Metro,9.643,1,121.83,0.222,22.28,0.894,0,0.39134
Walking,7.096,1,127.02,0.949,28.92,0.413,1,0.0
Walking,13.812,1,122.76,0.67,11.66,0.082,1,0.00759
Walking,11.2,1,123.71,0.707,19.47,0.906,0,0.0
Car,14.202,3,3.0,0.014,26.69,0.508,1,0.92614
Motorcycle,5.965,1,106.35,0.965,29.5,0.552,0,0.79187
Motorcycle,10.298,1,131.21,0.116,30.95,0.746,0,1.14113
Metro,7.957,1,115.1,0.586,35.54,0.587,0,0.34687
Bicycle,18.117,1,122.41,0.465,10.17,0.244,0,0.01752
Bus,16.722,1,21.58,0.346,31.05,0.986,0,1.35204
Metro,11.39,1,119.99,0.151,37.58,0.449,0,0.47744
Metro,11.251,1,134.73,0.222,17.55,0.336,0,0.4131
Bicycle,25.347,1,110.43,0.592,30.67,0.46,1,0.0
Bicycle,22.143,1,121.94,0.205,21.19,0.494,0,0.00562
Car,11.317,2,2.0,0.371,38.33,0.185,0,1.1668
Car,19.567,4,4.0,0.404,15.76,0.699,0,1.05254
Car,23.246,4,4.0,0.807,25.95,0.386,1,1.3022
Bus,12.784,1,26.09,0.203,28.4,0.257,0,0.87083
Metro,10.075,1,110.33,0.764,19.91,0.773,1,0.45735
Walking,9.47,1,111.97,0.13,10.46,0.266,1,0.0
Metro,4.204,1,134.22,0.229,28.92,0.272,1,0.16147
Walking,11.125,1,116.15,0.545,34.12,0.87,1,0.0
Metro,7.615,1,120.7,0.023,31.85,0.208,0,0.30192
Bicycle,5.309,1,120.43,0.823,30.85,0.835,0,0.0
Bicycle,8.235,1,126.89,0.179,16.77,0.096,1,0.0
Bus,0.5,1,14.6,0.099,23.72,0.216,0,0.0496
Car,2.651,4,4.0,0.227,17.76,0.221,0,0.13999
Metro,9.311,1,125.16,0.333,24.2,0.6,1,0.37264
Metro,11.85,1,121.78,0.58,22.38,0.792,0,0.46576
Bicycle,8.149,1,113.9,0.09,35.16,0.668,1,0.0
Walking,8.418,1,117.42,0.078,10.53,0.876,1,0.00229
Bus,4.887,1,13.3,0.351,28.71,0.638,0,0.66604
Walking,33.687,1,121.63,0.981,38.72,0.232,1,0.0
Car,26.588,2,2.0,0.942,36.89,0.816,0,3.16755
Car,12.189,2,2.0,0.13,23.75,0.934,0,1.2999
Bicycle,9.194,1,131.57,0.91,23.12,0.251,1,0.00024
Bicycle,6.284,1,131.83,0.48,12.36,0.58,0,0.0
Car,37.222,2,2.0,0.246,28.46,0.662,0,3.89943
Bus,12.15,1,22.91,0.482,27.3,0.466,1,1.01239
Metro,9.428,1,115.44,0.951,39.41,0.458,1,0.40479
Walking,11.738,1,127.67,0.577,36.71,0.527,1,0.00765
Metro,5.762,1,118.55,0.874,28.73,0.545,0,0.23944
Walking,22.725,1,122.43,0.79,24.71,0.821,0,0.01462
Walking,5.128,1,104.71,0.908,24.44,0.224,1,0.0
Car,8.691,4,4.0,0.454,10.04,0.474,1,0.46986
Motorcycle,18.711,1,109.99,0.64,18.0,0.541,1,2.13569
Car,11.527,2,2.0,0.686,15.47,0.02,1,1.23802
Bicycle,18.997,1,118.47,0.365,23.4,0.522,1,0.0
Bicycle,16.668,1,112.83,0.063,12.49,0.022,1,0.0
Walking,7.141,1,110.91,0.996,20.85,0.381,1,0.0
Walking,10.034,1,124.47,0.136,32.06,0.318,1,0.00101
Bicycle,11.405,1,114.18,0.486,38.79,0.758,1,0.00941
Car,1.256,1,1.0,0.495,26.3,0.248,1,0.25352
Bus,11.567,1,3.12,0.074,24.9,0.23,0,5.74535
Bicycle,3.308,1,120.44,0.312,10.86,0.593,1,0.0
Car,18.116,3,3.0,0.261,23.16,0.054,0,1.19462
Motorcycle,3.539,1,118.52,0.979,33.43,0.265,1,0.44354
Motorcycle,8.382,1,99.84,0.838,31.24,0.727,1,1.0644
Motorcycle,3.419,1,115.41,0.674,29.5,0.55,1,0.43718
Metro,5.477,1,113.32,0.437,19.29,0.548,1,0.24741
Bicycle,8.377,1,117.05,0.533,20.83,0.188,0,0.0
Car,13.096,5,5.0,0.642,39.43,0.924,1,0.56246
Metro,5.553,1,118.2,0.414,39.84,0.997,0,0.23126
Bicycle,4.512,1,127.06,0.375,23.14,0.16,1,0.0
Bus,11.828,1,18.71,0.373,17.17,0.106,1,1.11022
Walking,10.375,1,128.15,0.75,32.01,0.418,1,0.0
Car,8.164,3,3.0,0.931,13.86,0.055,1,0.61445
Metro,6.164,1,124.24,0.362,33.43,0.287,0,0.26678
Walking,14.449,1,133.5,0.663,39.51,0.043,1,0.0
Car,26.193,3,3.0,0.226,20.96,0.004,0,1.76639
Motorcycle,15.34,1,127.05,0.678,38.07,0.742,1,1.82089
Car,34.233,5,5.0,0.904,38.22,0.57,1,1.67669
Motorcycle,12.334,1,116.64,0.848,23.01,0.623,0,1.54853
Walking,18.758,1,123.1,0.907,25.89,0.158,1,0.0058
Bicycle,29.223,1,118.27,0.373,14.71,0.905,0,0.00394
Car,15.432,4,4.0,0.024,17.89,0.837,1,0.76537
Walking,13.831,1,120.73,0.376,39.16,0.153,0,0.0
Motorcycle,6.6,1,119.85,0.14,24.7,0.177,0,0.70438
Walking,9.934,1,127.85,0.489,27.7,0.023,1,0.00374
Motorcycle,16.13,1,113.48,0.688,14.36,0.31,1,1.95643
Walking,8.446,1,122.78,0.282,25.52,0.731,0,0.01504
Walking,12.398,1,114.01,0.334,15.77,0.325,1,0.0
Motorcycle,18.96,1,119.99,0.176,15.89,0.644,0,2.14162
Walking,11.002,1,115.45,0.887,16.58,0.893,0,0.0
Metro,24.704,1,107.35,0.064,25.59,0.102,1,1.16002
Bicycle,24.334,1,135.3,0.463,26.89,0.789,1,0.0019
Car,14.673,1,1.0,0.75,27.81,0.062,1,3.17926
Bicycle,21.44,1,134.36,0.341,15.67,0.179,1,0.01828
Car,4.069,1,1.0,0.283,20.26,0.884,1,0.92463
Bicycle,23.156,1,116.63,0.2,10.76,0.301,1,0.0
Walking,16.384,1,113.18,0.626,36.33,0.451,0,0.00374
Motorcycle,15.992,1,110.9,0.995,21.69,0.05,0,1.97658
Metro,16.86,1,122.88,0.641,38.86,0.44,1,0.66523
Motorcycle,35.338,1,128.9,0.234,19.57,0.352,1,3.54385
Car,8.164,4,4.0,0.684,36.79,0.231,1,0.48846
Bicycle,7.367,1,127.19,0.267,39.76,0.334,1,0.00611
Walking,10.509,1,104.37,0.446,34.72,0.669,1,0.00251
Metro,21.011,1,117.62,0.822,11.59,0.316,1,0.7858
Walking,0.92,1,128.96,0.243,14.35,0.76,0,0.00253
Motorcycle,8.88,1,119.59,0.566,25.49,0.468,0,1.06587
Walking,17.76,1,117.9,0.678,14.66,0.157,0,0.0
Car,2.678,2,2.0,0.475,28.74,0.916,0,0.28469
Car,5.652,1,1.0,0.242,35.47,0.559,0,1.1176
Bus,21.194,1,30.79,0.422,37.1,0.719,0,1.32875
Walking,18.107,1,126.75,0.795,31.28,0.924,0,0.0
Bicycle,1.646,1,129.98,0.751,17.66,0.549,0,0.00896
Walking,12.939,1,126.57,0.946,22.76,0.472,1,0.00848
Bus,10.734,1,27.2,0.775,23.15,0.889,1,0.79495
Walking,2.301,1,103.81,0.525,24.62,0.513,1,0.0
Motorcycle,7.335,1,125.49,0.081,18.02,0.397,1,0.79608
Car,3.281,3,3.0,0.731,30.33,0.54,0,0.25448
Bus,12.536,1,14.96,0.37,32.48,0.67,0,1.51343
Car,6.399,1,1.0,0.182,28.39,0.967,0,1.47519
Metro,9.231,1,126.13,0.241,30.5,0.567,1,0.373
Walking,16.753,1,117.72,0.471,11.3,0.614,0,0.0
Motorcycle,10.618,1,124.85,0.687,24.98,0.001,1,1.29948
Bicycle,10.745,1,113.81,0.813,33.07,0.186,1,0.01292
Bicycle,14.622,1,128.12,0.578,28.52,0.748,1,0.0
Motorcycle,31.016,1,115.36,0.078,18.35,0.522,1,3.34479
Motorcycle,1.83,1,109.6,0.052,35.68,0.232,0,0.16137
Walking,30.233,1,107.53,0.333,37.27,0.594,0,0.0
Bicycle,15.613,1,114.87,0.988,34.02,0.268,0,0.00147
Bicycle,10.328,1,122.3,0.305,29.47,0.707,0,0.0
Car,24.006,4,4.0,0.36,16.51,0.909,0,1.31937
Bicycle,10.5,1,126.53,0.582,28.74,0.976,0,0.0
Bicycle,1.107,1,118.2,0.479,23.63,0.792,0,0.00979
Motorcycle,14.241,1,115.55,0.02,33.35,0.735,1,1.55608
Car,11.988,1,1.0,0.797,16.64,0.483,0,2.75039
Motorcycle,24.103,1,113.48,0.211,26.6,0.175,0,2.55547
Metro,14.396,1,98.47,0.838,20.9,0.352,1,0.7483
Car,8.644,2,2.0,0.841,24.54,0.251,1,1.02947
Bicycle,2.772,1,113.74,0.032,32.26,0.664,1,0.0
Walking,7.854,1,113.42,0.557,28.21,0.038,0,0.01392
Bus,23.391,1,21.24,0.608,34.53,0.768,1,2.18478
Bus,8.961,1,18.67,0.71,31.7,0.718,1,0.86668
Bus,18.173,1,38.26,0.324,20.45,0.048,1,0.80145
Walking,28.515,1,127.49,0.459,22.01,0.586,1,0.00865
Car,13.045,1,1.0,0.73,18.17,0.564,1,2.99951
Bus,21.707,1,20.34,0.624,32.13,0.712,0,2.04777
Bicycle,1.208,1,115.52,0.907,18.54,0.398,0,0.0072
Metro,26.761,1,129.81,0.243,29.02,0.841,0,1.02082
Car,19.269,2,2.0,0.041,36.91,0.817,0,2.03391
Walking,20.097,1,125.01,0.775,12.19,0.348,1,0.00209
Bicycle,9.168,1,119.15,0.428,12.44,0.901,1,0.0
Bicycle,32.089,1,118.77,0.205,24.98,0.104,1,0.00625
Motorcycle,9.01,1,115.14,0.935,38.2,0.38,1,1.1036
Metro,12.842,1,117.23,0.49,12.63,0.503,0,0.55476
Walking,16.876,1,109.6,0.958,21.71,0.796,0,0.00277
Walking,7.034,1,109.33,0.344,14.01,0.481,1,0.0
Walking,3.671,1,141.8,0.181,12.9,0.874,1,0.0
Bus,14.689,1,18.14,0.148,16.23,0.04,1,1.23095
Walking,12.072,1,126.52,0.092,14.07,0.874,1,0.00534
Bus,7.165,1,27.03,0.55,28.46,0.839,1,0.48611
Bus,5.311,1,5.41,0.386,13.5,0.303,1,1.7779
Car,10.12,3,3.0,0.996,38.21,0.602,1,0.82864
Walking,19.622,1,126.47,0.342,25.77,0.514,1,0.0
Metro,2.978,1,113.93,0.323,18.58,0.884,1,0.13482
Motorcycle,8.101,1,119.17,0.196,17.67,0.558,1,0.96064
Bicycle,23.112,1,107.24,0.598,17.66,0.464,1,0.0
Bus,9.458,1,2.0,0.547,31.27,0.357,1,8.65594
Metro,18.733,1,105.02,0.435,37.91,0.26,0,0.86129
Motorcycle,9.737,1,116.89,0.349,34.15,0.479,0,1.10293
Bicycle,14.585,1,118.45,0.488,37.37,0.222,0,0.00348
Bus,14.145,1,31.16,0.3,35.47,0.043,0,0.76692
Metro,11.133,1,133.94,0.082,36.57,0.192,0,0.40918
Bicycle,26.233,1,112.35,0.026,23.09,0.07,1,0.00409
Bus,8.705,1,20.01,0.374,25.91,0.677,1,0.83751
Bicycle,5.112,1,126.37,0.321,16.3,0.278,0,0.0
Motorcycle,8.248,1,129.79,0.907,28.34,0.331,1,1.05722
Bicycle,17.623,1,122.13,0.077,39.71,0.424,0,0.0
Bus,11.566,1,25.45,0.738,38.17,0.732,1,0.88183
Walking,18.14,1,128.45,0.702,33.16,0.051,1,0.0
Motorcycle,14.443,1,115.52,0.38,34.78,0.579,1,1.55801
Walking,12.501,1,127.64,0.033,32.46,0.761,0,0.00996
Motorcycle,20.278,1,124.39,0.442,30.7,0.361,1,2.42989
Metro,30.189,1,122.34,0.789,28.83,0.183,1,1.23143
Metro,5.963,1,117.19,0.398,20.17,0.135,0,0.24112
Bicycle,18.372,1,118.37,0.145,33.32,0.458,0,0.00925
Car,3.211,1,1.0,0.149,11.46,0.673,1,0.70761
Car,15.051,5,5.0,0.669,26.36,0.685,0,0.6674
Metro,19.212,1,113.44,0.2,39.4,0.15,1,0.82616
Metro,13.733,1,110.53,0.954,14.44,0.114,1,0.6
Motorcycle,11.365,1,119.59,0.07,38.95,0.719,0,1.30709
Motorcycle,1.059,1,119.34,0.567,23.58,0.637,0,0.12589
Bus,33.201,1,28.2,0.53,33.2,0.182,0,2.18924
Bicycle,9.014,1,121.02,0.675,35.86,0.233,1,0.0
Bicycle,7.302,1,120.09,0.273,21.35,0.647,0,0.0
Metro,4.854,1,99.28,0.852,15.9,0.674,0,0.21547
Bus,5.072,1,21.1,0.241,15.21,0.504,0,0.41746
Bicycle,10.954,1,121.61,0.758,39.46,0.244,0,0.0109
Metro,2.72,1,122.56,0.223,39.43,0.225,0,0.1082
Motorcycle,23.429,1,125.56,0.857,30.42,0.387,0,3.03143
Bicycle,2.423,1,119.43,0.38,35.24,0.682,1,0.0
Motorcycle,15.644,1,124.03,0.829,32.71,0.496,0,1.90826
Motorcycle,10.487,1,134.45,0.783,25.1,0.054,1,1.33539
Bicycle,14.054,1,111.82,0.402,12.73,0.891,1,0.00994
Walking,11.209,1,121.68,0.834,39.81,0.562,0,0.0
Bus,7.103,1,25.99,0.224,17.49,0.836,0,0.48702
Bus,0.894,1,25.44,0.029,39.14,0.547,0,0.052
Bicycle,6.54,1,119.31,0.727,26.87,0.306,1,0.0
Car,11.047,5,5.0,0.338,30.98,0.475,1,0.44974
Metro,21.431,1,119.31,0.693,31.44,0.629,0,0.87169
Metro,33.268,1,120.15,0.92,16.97,0.134,0,1.39743
Car,21.113,3,3.0,0.654,14.46,0.419,0,1.48308
Bicycle,6.076,1,119.28,0.836,14.57,0.715,1,0.0
Metro,10.114,1,122.31,0.479,30.13,0.008,0,0.39657
Motorcycle,19.573,1,125.3,0.67,14.06,0.724,1,2.32826
Bicycle,7.669,1,117.62,0.689,11.98,0.249,0,0.0
Bicycle,11.791,1,122.23,0.463,24.6,0.294,1,0.0
Bicycle,1.653,1,113.83,0.44,19.11,0.986,1,0.0
Motorcycle,3.539,1,120.45,0.802,39.12,0.513,1,0.43907
Walking,6.13,1,125.04,0.826,29.64,0.26,0,0.0
Walking,16.081,1,114.73,0.719,30.05,0.088,1,0.01066
Bicycle,11.303,1,117.63,0.713,22.54,0.682,1,0.0
Walking,10.107,1,117.29,0.156,31.84,0.744,0,0.00731
Car,10.302,5,5.0,0.881,32.79,0.375,1,0.4637
Metro,10.74,1,123.97,0.622,37.21,0.274,1,0.42648
Car,17.325,4,4.0,0.19,27.81,0.989,0,0.94839
Car,14.885,3,3.0,0.702,29.87,0.823,1,1.16858
Metro,2.267,1,112.29,0.661,33.93,0.21,1,0.08486
Bicycle,6.976,1,119.61,0.871,21.92,0.863,0,0.0
Car,7.356,5,5.0,0.036,22.04,0.231,0,0.28485
Bicycle,3.207,1,123.85,0.034,17.62,0.61,1,0.00551
Motorcycle,30.872,1,117.3,0.071,13.22,0.13,1,3.29818
Walking,11.879,1,107.59,0.265,27.02,0.11,0,0.0
Bicycle,2.001,1,96.76,0.164,36.7,0.964,1,0.0
Motorcycle,9.157,1,129.05,0.849,23.22,0.822,1,1.13214
Bus,19.397,1,16.77,0.288,22.73,0.767,0,2.01825
Car,4.157,2,2.0,0.768,33.3,0.166,1,0.4744
Car,4.094,5,5.0,0.969,10.1,0.593,1,0.19128
Bicycle,22.187,1,132.17,0.573,33.83,0.169,0,0.0
Bus,16.648,1,17.66,0.751,13.39,0.346,1,1.79527
Bicycle,2.489,1,115.43,0.665,26.39,0.387,1,0.00601
Car,1.282,5,5.0,0.639,39.44,0.095,0,0.05911
Motorcycle,12.276,1,131.29,0.104,39.46,0.145,0,1.32733
Metro,12.887,1,105.84,0.194,38.68,0.839,1,0.59639
Motorcycle,3.43,1,116.14,0.398,39.15,0.233,1,0.38177
Car,11.68,3,3.0,0.782,19.95,0.668,0,0.91437
Metro,6.228,1,120.93,0.102,10.26,0.8,0,0.25566
Motorcycle,7.073,1,127.59,0.671,30.82,0.218,1,0.80911
Motorcycle,2.659,1,112.08,0.217,31.71,0.459,0,0.29897
Bus,15.615,1,28.12,0.5,37.38,0.082,1,0.93373
